"gene","lfc_hypotonic","padj_hypotonic","lfc_aa","padj_aa","lfc_hypoglycemic","padj_hypoglycemic"
"YOR283W",4.91724613789771,0.014326247734313,3.71489164281878,0.00781501798099734,2.26883520206459,0.0359315157261199
"YOR368W",5.76434858272119,0.00517527691792882,4.68072362693872,0.00192896002464849,-4.98742495591508,1.55211829073227e-05
"YOR374W",2.66255331985904,0.0193784916881465,3.83830976841163,1.33640576694576e-06,3.83476449198415,1.44607304027706e-11
"YOR386W",6.21282247105348,0.0196660776250773,7.21182231166538,0.000108135639250223,5.75729392181787,3.10765119580402e-05
"YOR391C",7.37212738311881,0.0196758491320523,7.26667587967634,0.0010504621638062,6.80257286534637,3.48085614454375e-05
"YPL008W",5.86426425941029,0.0168393015424539,3.83944357566297,0.0235761033914563,-20.9774652845068,1.03564533466441e-68
"YPL015C",4.83813026112547,0.0044600944601496,4.40288617232153,0.000438369943147232,2.74328369569613,0.00370923886044944
"YPL055C",5.88491587995673,0.00113998557354295,3.65262780211798,0.00726433537652228,2.45143372612425,0.0191023401444756
"YPL088W",4.92840718301706,0.00611549477880987,2.84317931621814,0.02643989737584,-5.6222651161667,1.02242346882165e-08
"YPL128C",5.13894477673658,0.045506574897473,5.00038873519035,0.00368903858656738,3.81967271142626,0.00329650567477903
"YPL213W",4.20719357496903,0.047012565575185,5.7741406386709,4.89771085598966e-05,3.65490487618469,0.000702414899428509
"YPL223C",-5.83071808082494,0.000266208540111807,2.68423007511091,0.0286443399629415,6.74832736030787,1.19008772028478e-14
"YPL233W",5.31649862136231,0.0144224470737072,3.17838260517295,0.034660186670809,-22.2718551768871,1.79010352016728e-96
"YPL248C",6.95636612008468,0.00124637773640682,4.31439296264258,0.00770762383139683,-2.63447830138005,0.0382560777225963
"YPR034W",5.14091027917644,0.0111922957966648,4.08937049271032,0.00448499566632055,2.25910914208614,0.0404119815409232
